Time [s],DIO1,DIO2,DIO3,DIO4,DIO5,DIO6,DIO7,DIO8,SRQ,NDAC,ATN,NRFD,DAV,EOI
56.752122000,0,0,0,0,0,0,0,0,1,1,1,0,1,1
56.752122125,0,0,0,0,0,0,0,0,1,0,1,0,1,1
56.752230187,0,0,0,0,0,0,0,0,1,0,1,1,1,1
56.752233813,0,1,0,0,0,0,0,0,1,0,1,1,1,1
56.752234500,0,1,1,0,0,0,0,0,1,0,1,1,1,1
56.752236000,0,1,1,0,1,0,0,0,1,0,1,1,1,1
56.752236688,0,1,1,0,1,1,0,0,1,0,1,1,1,1
56.752237437,0,1,1,0,1,1,1,0,1,0,1,1,1,1
56.752255312,0,1,1,0,1,1,1,0,1,0,1,1,0,1
56.752255375,0,1,1,0,1,1,1,0,1,0,1,0,0,1
56.752256000,0,1,1,0,1,1,1,0,1,1,1,0,0,1
56.752268000,0,1,1,0,1,1,1,0,1,1,1,0,1,1
56.752268125,0,1,1,0,1,1,1,0,1,0,1,0,1,1
56.752268250,0,1,1,0,1,1,1,0,1,0,1,1,1,1
56.752285625,1,1,1,0,1,1,1,0,1,0,1,1,1,1
56.752286375,1,0,1,0,1,1,1,0,1,0,1,1,1,1
56.752287813,1,0,1,1,1,1,1,0,1,0,1,1,1,1
56.752290000,1,0,1,1,1,1,0,0,1,0,1,1,1,1
56.752306813,1,0,1,1,1,1,0,0,1,0,1,1,0,1
56.752306875,1,0,1,1,1,1,0,0,1,0,1,0,0,1
56.752307563,1,0,1,1,1,1,0,0,1,1,1,0,0,1
56.752320125,1,0,1,1,1,1,0,0,1,1,1,0,1,1
56.752320250,1,0,1,1,1,1,0,0,1,0,1,0,1,1
56.752320375,1,0,1,1,1,1,0,0,1,0,1,1,1,1
56.752341687,1,0,1,1,0,1,0,0,1,0,1,1,1,1
56.752343875,1,0,1,1,0,1,0,1,1,0,1,1,1,1
56.752361312,1,0,1,1,0,1,0,1,1,0,1,1,0,1
56.752361437,1,0,1,1,0,1,0,1,1,0,1,0,0,1
56.752362187,1,0,1,1,0,1,0,1,1,1,1,0,0,1
56.752373000,1,0,1,1,0,1,0,1,1,1,1,0,1,1
56.752373125,1,0,1,1,0,1,0,1,1,0,1,0,1,1
56.752373250,1,0,1,1,0,1,0,1,1,0,1,1,1,1
56.752391375,1,1,1,1,0,1,0,1,1,0,1,1,1,1
56.752412250,1,1,1,1,0,1,0,1,1,0,1,1,0,1
56.752412312,1,1,1,1,0,1,0,1,1,0,1,0,0,1
56.752412937,1,1,1,1,0,1,0,1,1,1,1,0,0,1
56.752556187,1,1,1,1,0,1,0,1,1,1,1,0,1,1
56.752556312,1,1,1,1,0,1,0,1,1,0,1,0,1,1
56.752556500,1,1,1,1,0,1,0,1,1,0,1,1,1,1
56.752578125,0,1,1,1,0,1,0,1,1,0,1,1,1,1
56.752578875,0,0,1,1,0,1,0,1,1,0,1,1,1,1
56.752579563,0,0,0,1,0,1,0,1,1,0,1,1,1,1
56.752580313,0,0,0,0,0,1,0,1,1,0,1,1,1,1
56.752581750,0,0,0,0,0,0,0,1,1,0,1,1,1,1
56.752583188,0,0,0,0,0,0,0,0,1,0,1,1,1,1
56.752612062,0,0,0,0,0,0,0,0,1,0,1,1,0,1
56.752612187,0,0,0,0,0,0,0,0,1,0,1,0,0,1
56.752612750,0,0,0,0,0,0,0,0,1,1,1,0,0,1
56.752626000,0,0,0,0,0,0,0,0,1,1,1,0,1,1
56.752626125,0,0,0,0,0,0,0,0,1,0,1,0,1,1
56.752626250,0,0,0,0,0,0,0,0,1,0,1,1,1,1
56.752645000,1,0,0,0,0,0,0,0,1,0,1,1,1,1
56.752647250,1,0,0,1,0,0,0,0,1,0,1,1,1,1
56.752649375,1,0,0,1,0,0,1,0,1,0,1,1,1,1
56.752650125,1,0,0,1,0,0,1,1,1,0,1,1,1,1
56.752669125,1,0,0,1,0,0,1,1,1,0,1,1,0,1
56.752669250,1,0,0,1,0,0,1,1,1,0,1,0,0,1
56.752669938,1,0,0,1,0,0,1,1,1,1,1,0,0,1
56.752682937,1,0,0,1,0,0,1,1,1,1,1,0,1,1
56.752683125,1,0,0,1,0,0,1,1,1,0,1,0,1,1
56.752683250,1,0,0,1,0,0,1,1,1,0,1,1,1,1
56.752704000,1,0,1,1,0,0,1,1,1,0,1,1,1,1
56.752705437,1,0,1,1,1,0,1,1,1,0,1,1,1,1
56.752725187,1,0,1,1,1,0,1,1,1,0,1,1,0,1
56.752725312,1,0,1,1,1,0,1,1,1,0,1,0,0,1
56.752725938,1,0,1,1,1,0,1,1,1,1,1,0,0,1
56.752737938,1,0,1,1,1,0,1,1,1,1,1,0,1,1
56.752738125,1,0,1,1,1,0,1,1,1,0,1,0,1,1
56.752738250,1,0,1,1,1,0,1,1,1,0,1,1,1,1
56.752756437,1,1,1,1,1,0,1,1,1,0,1,1,1,1
56.752759312,1,1,1,1,1,1,1,1,1,0,1,1,1,1
56.752778375,1,1,1,1,1,1,1,1,1,0,1,1,0,1
56.752778500,1,1,1,1,1,1,1,1,1,0,1,0,0,1
56.752779125,1,1,1,1,1,1,1,1,1,1,1,0,0,1
56.752792000,1,1,1,1,1,1,1,1,1,1,1,0,1,1
56.752792125,1,1,1,1,1,1,1,1,1,0,1,0,1,1
56.752792250,1,1,1,1,1,1,1,1,1,0,1,1,1,1
56.752811750,1,1,1,0,1,1,1,1,1,0,1,1,1,1
56.752813188,1,1,1,0,1,0,1,1,1,0,1,1,1,1
56.752813875,1,1,1,0,1,0,0,1,1,0,1,1,1,1
56.752814625,1,1,1,0,1,0,0,0,1,0,1,1,1,1
56.752832437,1,1,1,0,1,0,0,0,1,0,1,1,0,1
56.752832500,1,1,1,0,1,0,0,0,1,0,1,0,0,1
56.752833125,1,1,1,0,1,0,0,0,1,1,1,0,0,1
56.752845000,1,1,1,0,1,0,0,0,1,1,1,0,1,1
56.752845125,1,1,1,0,1,0,0,0,1,0,1,0,1,1
56.752845250,1,1,1,0,1,0,0,0,1,0,1,1,1,1
56.752862437,0,1,1,0,1,0,0,0,1,0,1,1,1,1
56.752863250,0,0,1,0,1,0,0,0,1,0,1,1,1,1
56.752865375,0,0,1,0,0,0,0,0,1,0,1,1,1,1
56.752867563,0,0,1,0,0,0,0,1,1,0,1,1,1,1
56.752884125,0,0,1,0,0,0,0,1,1,0,1,1,0,1
56.752884250,0,0,1,0,0,0,0,1,1,0,1,0,0,1
56.752884875,0,0,1,0,0,0,0,1,1,1,1,0,0,1
56.752897000,0,0,1,0,0,0,0,1,1,1,1,0,1,1
56.752897125,0,0,1,0,0,0,0,1,1,0,1,0,1,1
56.752897250,0,0,1,0,0,0,0,1,1,0,1,1,1,1
