Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,SRQ,NDAC,ATN,NRFD,DAV,EOI
30.257490562,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257491125,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257507375,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257507938,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257524125,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257524687,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257540938,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257541500,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257558375,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257558938,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257575375,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257575938,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257592125,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257592688,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257608937,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257609500,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257625750,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257626313,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257642562,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257643125,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257659312,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257659875,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257676125,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257676687,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257692937,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257693500,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257709750,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257710312,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257726563,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257727062,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257743937,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257744500,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257760937,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257761500,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257777750,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257778313,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257794500,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257795063,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257811312,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257811875,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257828125,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257828688,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257844937,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257845500,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257861750,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257862250,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257878500,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257879062,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257895313,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257895875,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257912125,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257912687,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257929500,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257930063,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257946500,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257947063,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257963312,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257963875,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257980125,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257980688,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257996937,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257997437,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.258013688,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.258014250,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.258030500,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.258031062,1,1,1,1,1,1,1,1,1,0,1,1,1,1
